84
12	1.4710000000000000E+00	5.6000000000000000E-01	6.4000000000000000E+00	3.5900000000000000E+01	2.8570000000000000E+02	4.0500000000000000E+01	5.2400500000000000E+04	0.0000000000000000E+00	0.0000000000000000E+00	0.0000000000000000E+00	No_name
13	1.4890000000000000E+00	3.6000000000000000E-01	1.4000000000000000E+00	3.1460000000000000E+02	1.5790000000000000E+02	6.0700000000000000E+01	5.2400500000000000E+04	0.0000000000000000E+00	0.0000000000000000E+00	0.0000000000000000E+00	No_name
14	2.5100000000000000E+00	6.3400000000000000E-01	5.0000000000000000E-01	1.2820000000000000E+02	2.7480000000000000E+02	1.3580000000000000E+02	5.2400500000000000E+04	0.0000000000000000E+00	0.0000000000000000E+00	0.0000000000000000E+00	No_name
15	1.8740000000000000E+00	7.6500000000000000E-01	1.3000000000000000E+00	3.5060000000000000E+02	4.2400000000000000E+01	3.2150000000000000E+02	5.2400500000000000E+04	0.0000000000000000E+00	0.0000000000000000E+00	0.0000000000000000E+00	No_name
16	1.6390000000000000E+00	6.2400000000000000E-01	6.1000000000000000E+00	3.4700000000000000E+01	9.1900000000000000E+01	3.3560000000000000E+02	5.2400500000000000E+04	0.0000000000000000E+00	0.0000000000000000E+00	0.0000000000000000E+00	No_name
17	2.1720000000000000E+00	7.1300000000000000E-01	2.5000000000000000E+00	7.6600000000000000E+01	9.6200000000000000E+01	3.3410000000000000E+02	5.2400500000000000E+04	0.0000000000000000E+00	0.0000000000000000E+00	0.0000000000000000E+00	No_name
18	1.0780000000000000E+00	8.2700000000000000E-01	2.2900000000000000E+01	8.8100000000000000E+01	3.1300000000000000E+01	1.3990000000000000E+02	5.2400500000000000E+04	0.0000000000000000E+00	0.0000000000000000E+00	0.0000000000000000E+00	No_name
19	1.2460000000000000E+00	3.3500000000000000E-01	1.3300000000000000E+01	3.3730000000000000E+02	2.7680000000000000E+02	2.3510000000000000E+02	5.2400500000000000E+04	0.0000000000000000E+00	0.0000000000000000E+00	0.0000000000000000E+00	No_name
20	1.2090000000000000E+00	3.2300000000000000E-01	2.7000000000000000E+00	1.8970000000000000E+02	3.0160000000000000E+02	7.0800000000000000E+01	5.2400500000000000E+04	0.0000000000000000E+00	0.0000000000000000E+00	0.0000000000000000E+00	No_name
21	2.2000000000000000E+00	5.4200000000000000E-01	1.3600000000000000E+01	8.2400000000000000E+01	2.0390000000000000E+02	1.7250000000000000E+02	5.2400500000000000E+04	0.0000000000000000E+00	0.0000000000000000E+00	0.0000000000000000E+00	No_name
22	1.9260000000000000E+00	4.5900000000000000E-01	2.2000000000000000E+00	2.6180000000000000E+02	1.2590000000000000E+02	2.5400000000000000E+01	5.2400500000000000E+04	0.0000000000000000E+00	0.0000000000000000E+00	0.0000000000000000E+00	No_name
23	1.1510000000000000E+00	4.1300000000000000E-01	3.9000000000000000E+00	3.4480000000000000E+02	2.3960000000000000E+02	1.6440000000000000E+02	5.2400500000000000E+04	1.7400000000000000E+01	0.0000000000000000E+00	0.0000000000000000E+00	No_name
24	1.6990000000000000E+00	4.7100000000000000E-01	2.0900000000000000E+01	3.4360000000000000E+02	5.1000000000000000E+01	7.8200000000000000E+01	5.2400500000000000E+04	2.0400000000000000E+01	0.0000000000000000E+00	0.0000000000000000E+00	No_name
25	6.7700000000000000E-01	5.4100000000000000E-01	4.8000000000000000E+00	3.0600000000000000E+02	3.1840000000000000E+02	8.9700000000000000E+01	5.2400500000000000E+04	2.0900000000000000E+01	0.0000000000000000E+00	0.0000000000000000E+00	No_name
26	1.3610000000000000E+00	3.4800000000000000E-01	7.8000000000000000E+00	2.4130000000000000E+02	5.5800000000000000E+01	1.7650000000000000E+02	5.2400500000000000E+04	2.1100000000000000E+01	0.0000000000000000E+00	0.0000000000000000E+00	No_name
27	2.3560000000000000E+00	8.6300000000000000E-01	5.5000000000000000E+00	1.0940000000000000E+02	1.1420000000000000E+02	2.1300000000000000E+01	5.2400500000000000E+04	2.0900000000000000E+01	0.0000000000000000E+00	0.0000000000000000E+00	No_name
28	1.5650000000000000E+00	4.7600000000000000E-01	7.0000000000000000E+00	2.2760000000000000E+02	2.9590000000000000E+02	2.2370000000000000E+02	5.2400500000000000E+04	2.0400000000000000E+01	0.0000000000000000E+00	0.0000000000000000E+00	No_name
29	8.5200000000000000E-01	4.4600000000000000E-01	2.4000000000000000E+01	2.3640000000000000E+02	3.2080000000000000E+02	4.7400000000000000E+01	5.2400500000000000E+04	2.1100000000000000E+01	0.0000000000000000E+00	0.0000000000000000E+00	No_name
30	7.5400000000000000E-01	4.0600000000000000E-01	7.1000000000000000E+00	6.3000000000000000E+01	2.0580000000000000E+02	2.5960000000000000E+02	5.2400500000000000E+04	2.2000000000000000E+01	0.0000000000000000E+00	0.0000000000000000E+00	No_name
31	9.7760418500000000E-01	6.6984528000000000E-02	1.0935910000000000E-01	1.9254000000000000E+02	2.7461100000000000E+02	1.4444000000000000E+02	5.2400500000000000E+04	2.4790000000000000E+01	0.0000000000000000E+00	0.0000000000000000E+00	No_name
32	1.2260000000000000E+00	2.4600000000000000E-01	4.5000000000000000E+00	1.2400000000000000E+01	2.2590000000000000E+02	1.3180000000000000E+02	5.2400500000000000E+04	2.1000000000000000E+01	0.0000000000000000E+00	0.0000000000000000E+00	No_name
33	1.9205990000000000E+00	5.9612800000000000E-01	5.6045700000000000E+00	1.5228000000000000E+01	1.1166550000000000E+02	3.1568464400000000E+02	5.2400500000000000E+04	2.4200000000000000E+01	0.0000000000000000E+00	0.0000000000000000E+00	No_name
34	1.5597900000000000E+00	3.9703000000000000E-01	3.6755144000000000E+00	1.9555755000000000E+02	2.1635000000000000E+02	1.7539000000000000E+02	5.2400500000000000E+04	2.4340000000000000E+01	0.0000000000000000E+00	0.0000000000000000E+00	No_name
35	1.7680000000000000E+00	4.2300000000000000E-01	2.2200000000000000E+01	3.3620000000000000E+02	2.7600000000000000E+01	1.6490000000000000E+02	5.2400500000000000E+04	2.0000000000000000E+01	0.0000000000000000E+00	0.0000000000000000E+00	No_name
36	1.0630000000000000E+00	4.8300000000000000E-01	8.9000000000000000E+00	3.2570000000000000E+02	1.2130000000000000E+02	1.5210000000000000E+02	5.2400500000000000E+04	2.0000000000000000E+01	0.0000000000000000E+00	0.0000000000000000E+00	No_name
37	1.4420000000000000E+00	5.8700000000000000E-01	5.5000000000000000E+00	3.1210000000000000E+02	2.9150000000000000E+02	2.0570000000000000E+02	5.2400500000000000E+04	1.7200000000000000E+01	0.0000000000000000E+00	0.0000000000000000E+00	No_name
38	9.1500000000000000E-01	2.6500000000000000E-01	1.2900000000000000E+00	1.7840000000000000E+02	1.4900000000000000E+01	3.2160000000000000E+02	5.2400500000000000E+04	1.9200000000000000E+01	0.0000000000000000E+00	0.0000000000000000E+00	No_name
39	1.0320000000000000E+00	2.1900000000000000E-01	4.8000000000000000E+00	7.5800000000000000E+01	1.7920000000000000E+02	3.4020000000000000E+02	5.2400500000000000E+04	1.8400000000000000E+01	0.0000000000000000E+00	0.0000000000000000E+00	No_name
40	1.0540000000000000E+00	3.5000000000000000E-01	2.0000000000000000E+00	2.9990000000000000E+02	2.3900000000000000E+01	1.2560000000000000E+02	5.2400500000000000E+04	1.8200000000000000E+01	0.0000000000000000E+00	0.0000000000000000E+00	No_name
41	1.3210000000000000E+00	7.5000000000000000E-02	6.8000000000000000E+00	3.1100000000000000E+01	1.9280000000000000E+02	7.8300000000000000E+01	5.2400500000000000E+04	1.8200000000000000E+01	0.0000000000000000E+00	0.0000000000000000E+00	No_name
42	1.5730000000000000E+00	3.9500000000000000E-01	1.4000000000000000E+00	9.9400000000000000E+01	2.4810000000000000E+02	2.0420000000000000E+02	5.2400500000000000E+04	1.6400000000000000E+01	0.0000000000000000E+00	0.0000000000000000E+00	No_name
43	2.1434700000000000E+00	7.0935900000000000E-01	1.0121000000000000E+01	1.3236000000000000E+01	9.4975000000000000E+01	1.6122100000000000E+02	5.2400500000000000E+04	1.6400000000000000E+01	0.0000000000000000E+00	0.0000000000000000E+00	No_name
44	1.2724855700000000E+00	1.3653409000000000E-01	4.3777308000000000E+00	1.0441094300000000E+02	1.8326732840000000E+02	3.0262000000000000E+02	5.3400500000000000E+04	1.6400000000000000E+01	0.0000000000000000E+00	0.0000000000000000E+00	No_name
